hash,author,modules,lines_added,lines_deleted
915711c8a4e60f606a8417ad033cea5385364c07,Thomas Munro,['src'],2,1
2a5225b99d7659b4e641f5397ca9e7ad625e6726,Masahiko Sawada,['src'],45,10
ffdcc9c638eeb71d2e6990e27f91623736603b58,Michael Paquier,['src'],3,3
45d92b76dc4ac31d44e46ca38bee12d5d8fac1f5,Thomas Munro,['src'],2,2
a9123db14a12e2e2dfb93dbbef4f2cdc2986023b,Daniel Gustafsson,"['doc', 'src']",40,40
36b8f4974a884a7206df97f37ea62d2adc0b77f0,Michael Paquier,['src'],1,1
eee19a30d60dacf571f44c252f3f8d455fee2b4f,Michael Paquier,['src'],1,1
325808cac9b379869099f47fe4f8198ddd7805c0,Richard Guo,['src'],190,9
c5c808f9b30b098421ad9f255954c4b16d121ab4,Masahiko Sawada,['src'],24,18
0de5f0d869d1e06f172f10adf441e504174cf2fe,Masahiko Sawada,['src'],5,9
d1b35952da0fa94329b66f8a7768c61a416c6271,Fujii Masao,['src'],4,2
5e813edb55ed16f3b5540f099319bcca7ca1b816,Fujii Masao,['src'],1,1
9f7565c6c2d45df9705556c60f41394a8356cdf9,Tom Lane,['src'],1,1
2214a207ee8170afce79478df3b37114a94d976e,Bruce Momjian,['src'],1,1
955f5506863dce0a3416e3fae7c3297dbbaa946d,Heikki Linnakangas,['src'],236,16
8e0d32a4a1bfbae7f8340679c3586626b5fe3a08,Michael Paquier,['src'],39,35
c5d162435ab7a6d8f992009810dfe869cfdb9dd6,Fujii Masao,['doc'],1,1
d31276f0e290a58c3df999116bc59d2332ca3148,Michael Paquier,['src'],1,1
5cdbec5aa9dcf5b30ad68485abdb1ec88324999f,Michael Paquier,['src'],2,2
b47c50e5667b489bec3affb55ecdf4e9c306ca2d,Amit Kapila,['src'],8,0
5cf03552fbb43b2d2d11369d779f9b168ea9b87a,Michael Paquier,['contrib'],2,2
167cb26718e3eae4fef470900b4cd1d434f15649,Michael Paquier,['src'],6,5
7f007e4a044a713df5320fca09621d6ba8e632ba,Jeff Davis,['contrib'],74,11
84d5efa7e3ebcf04694d312b0f14ceb35dcdfb8e,Jeff Davis,['contrib'],37,18
4877391ce894e5b964a69e94e1750cde9df04a07,Melanie Plageman,['src'],6,3
f7fbd02d32c46ee1cada6c3faf94414657b7a19a,Jacob Champion,['src'],21,12
301a1dcf00c82350aad642b872d263730cd87f8f,Jacob Champion,['src'],45,40
0839fbe400d7807196d1442f4c781f9234ac2a4c,Noah Misch,['src'],12,8
9c8de1596912b36a8b22d880766ac660b66d03c7,Jeff Davis,['src'],112,57
17f446784d54da827f74c2acc0fa772a41b92354,Peter Eisentraut,"['meson.build', 'configure.ac', 'configure', 'config', 'src']",39,68
cd83ed9a91bbd4d05fffd059161b060b7473f5ad,David Rowley,['src'],1,1
33980eaa6df0b1358ba2e70edbe9efd56dbd7fa6,Michael Paquier,['src'],2,1
b853e644d78d99ef1779c9bf7bc3944694460aa2,Tom Lane,['src'],1,1
c5ae07a90a0f3594e5053a26f3c99b041df427d3,Alexander Korotkov,['src'],7,11
5b3ef3055d8ec22610af399715128361a65c845f,Michael Paquier,['doc'],2,2
ef5f559b95e2883c32d20d309d316f0572fd84b5,Tom Lane,['src'],63,31
abb331da0a3454aebdb416fd19baf289063c254b,Peter Eisentraut,['src'],1,1
493eb0da31be4520252e1af723342dc7ead0c3e5,Peter Eisentraut,"['contrib', 'src']",36,35
b4cbc106a6ced69a0a13a980e1b4b212bb127458,Nathan Bossart,['src'],19,17
81f72115cf189b0a428d3efca2e4beb02b825111,Álvaro Herrera,['src'],24,0
b65f1ad9b12767dbd45d9588ce8ed2e593dbddbf,Heikki Linnakangas,['src'],4,3
795e94c70cf13f60b2cb4010f29a1bca542d2031,Peter Eisentraut,['src'],2,1
3f83de20ba2e1d4bd557d92b3436ca04b7c947a8,Michael Paquier,['contrib'],1,1
06761b6096b661e838512e3a83f71345b59710b9,Michael Paquier,['src'],2,2
473cb1b9512ef8ae5ec3ea42bcebeb7d39e79ce4,Peter Geoghegan,['src'],1,1
820343bab30852142ddc50db3aa81ef58d7cb676,Heikki Linnakangas,['src'],3,3
bd298f54a0d60a0376959e10074aa07cbad267f2,Melanie Plageman,['src'],3,4
70b4d9043931a5c4cdbf7bb08b7e3cb6e8beee1b,Heikki Linnakangas,['src'],1,1
fa44b8b7fbb7eb0f13546aa13976f9919a4ca201,Heikki Linnakangas,['src'],8,8
1d7b00dc14b8efd22f6e971756c2d9c052863234,Michael Paquier,['src'],16,0
06817fc8a4b739cc2d1aa87071d9e20d483fd678,Michael Paquier,['src'],6,1
801b4ee7fae1caa962b789e72be11dcead79dcbf,Michael Paquier,['src'],2,1
bae9d2f892bc7733667fa68f416b5abd8dd2fc57,Heikki Linnakangas,['src'],1,1
f275afc997d77ada991307d22703b08f1dedef13,David Rowley,['src'],3,13
c507ba55f5bfae900baa94f1c657e1d99da5c6dc,Thomas Munro,['src'],400,14
b237f5422bc0667754f986f9d5bfc34a13401bc1,Nathan Bossart,['doc'],5,5
f231a4e8c7f2ce93203cedea7a02ef3eeb744647,Heikki Linnakangas,['src'],4,3
e9443a55265fbf3726f7ba4d961399b7dff3ea9f,Dean Rasheed,['doc'],2,2
f00484c170f56199c3eeacc82bd72f8c1e3baf6b,Richard Guo,['src'],127,7
c925ad30b047ec1388247539e86729d584c34b8d,Richard Guo,['src'],102,10
04396eacd3faeaa4fa3d084a6749e4e384bdf0db,Amit Kapila,['src'],10,5
52382feb782b76c42552e96f0bc382a87fd7c1e4,David Rowley,"['doc', 'src']",8,10
c004d68c9395812bfcff82c2d7c4e56d36e72f1c,Tom Lane,['src'],1,1
502e256f2262351e92994878eea3332da64834b0,Álvaro Herrera,['src'],94,52
f68597ee777d0a177e84cf86b8386ea51c66b52e,Michael Paquier,['src'],227,241
47da198934e9a764ad3c60c5e573ab13b4e2d591,Michael Paquier,['src'],16,6
6dfce8420e99d8cf41ffb7da698caee57fd73eb7,Tom Lane,['src'],28,7
7c2061bdfba7c738dac1e2c14db51faeef3f34b1,Heikki Linnakangas,['src'],17,5
8f1791c61836d213acbf85d368c8762705ad9d51,Tom Lane,['src'],27,24
4d936c3fff1ac8dead2cc240ba3da2ed6337257c,Heikki Linnakangas,['src'],7,2
7bc88c3d6f3af3af5330c0e209c8a3c411267d00,Michael Paquier,['src'],5,5
80f6e2fb4addb03e2e163a380b5e6e1f4b321286,Nathan Bossart,['src'],1,1
6bd469d26aca6ea413b35bfcb611dfa3a8f5ea45,Álvaro Herrera,"['doc', 'contrib']",60,51
d6ef8ee3ee29ffa404bcd920e02fb4b196e07b0d,Alexander Korotkov,['src'],1,1
9790affcce032710c907aced834e968f2fc41bce,Peter Eisentraut,"['contrib', 'src']",11,10
c252d37d8ca8f254fa715ec24fcb23a035a88993,Amit Kapila,['src'],4,4
cbe04e5d729f292bcf9b06f5d774884b4511b18a,Heikki Linnakangas,"['contrib', 'src']",20,1
6c05ef5729c04d47400660cd994305bc44a3c757,Heikki Linnakangas,"['contrib', 'src']",16,2
90eae926abbbcedbbea2ad5302722185e8652dca,Álvaro Herrera,['src'],506,21
713d9a847e6409a2a722aed90975eef6d75dc701,Michael Paquier,"['contrib', 'src']",54,87
2bc7e886fc1baaeee3987a141bff3ac490037d12,Álvaro Herrera,['src'],490,47
2fcc5a715130fbe9fb6eadf338e3bfe560eb0cb5,Peter Eisentraut,['src'],7,8
d03668ea0566b53522cf2628ab7aa630247640a4,Michael Paquier,"['contrib', 'src']",96,146
8b3e2c622a85208b94808c54d9b40b10b030d304,Peter Eisentraut,['src'],16,11
d167c19295da46be1998dd474841f94170e32597,David Rowley,['src'],30,17
246ec4a51c16f27133a293f63aa8bc86ca4fe630,Fujii Masao,['doc'],13,5
9e8fa05d3412d6adea453a8ec24d9a794498f4cf,Álvaro Herrera,['src'],312,2
e396a18f32e1a174be2492a83e7a8bfce568e6ab,Daniel Gustafsson,['doc'],1,1
519fa0433b37701b357753a568080bee2c47d238,Amit Langote,['src'],25,8
2dd506b859cfacf8afaae81256ddec8cca0c0d6f,Nathan Bossart,['src'],4,30
e3e787ca023449127ac370e13a3887fe03eed0f4,Amit Kapila,['src'],70,58
cd38b7e77315c729ea1e52ca7b8bb0d7c20d2a3b,Melanie Plageman,['src'],4,1
3df4df53b06df2a2af56a77bf44cffa6393534fe,Amit Kapila,['src'],4,0
81f773895321ac69d3d71fe9d203e09d072f9c36,Andres Freund,['src'],1,1
e2ceff13d83a85c634dc358b8291c7ae301e95e1,Jacob Champion,['src'],3,8
8934f2136cd82333fd148954a13a8ab01f7bd7ef,Jacob Champion,['src'],91,83
bc32a12e0db2df203a9cb2315461578e08568b9c,Álvaro Herrera,['src'],749,8
07d1dc3aebe4391a2711e951c69df2bb56447f8a,David Rowley,['src'],4,3
51364113d5a00e53f9447de1f7056c440e0892d5,Peter Eisentraut,['doc'],1,2
99780da7209605bf9f226eac3eac30ab2bc9427c,Fujii Masao,['src'],17,2
86b276a4a9b4b2c63ef00765f0e2867e1bcac4ca,Peter Eisentraut,['src'],10,2
